Period,States and Territories,SA4 name,SA3 name,SA2 name,ATMs,Bank_post,Branch,Other face-to-face,Total,ATM_prop,Branch_prop,Bank_post_prop,Other_prop
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Bankstown - North,21,1,8,2,32,0.65625,0.25,0.03125,0.0625
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Bankstown - South,11,2,4,2,19,0.5789473684210527,0.21052631578947367,0.10526315789473684,0.10526315789473684
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Bass Hill - Georges Hall,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Chullora,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Condell Park,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Greenacre - North,3,2,0,0,5,0.6,0.0,0.4,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Padstow,4,1,1,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Panania (North) - Milperra,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Panania (South) - Picnic Point,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Revesby,9,2,6,0,17,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.0
2021-06-30,NSW,Sydney - Inner South West,Bankstown,Yagoona - Birrong,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Belmore - Belfield,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Campsie - South,16,1,5,0,22,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Canterbury - South,2,0,0,0,2,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Earlwood,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Kingsgrove - North,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Lakemba,10,1,3,0,14,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Punchbowl,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Roselands,8,1,3,0,12,0.6666666666666666,0.25,0.08333333333333333,0.0
2021-06-30,NSW,Sydney - Inner South West,Canterbury,Wiley Park,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Hurstville - Central,23,2,9,3,37,0.6216216216216216,0.24324324324324326,0.05405405405405406,0.08108108108108109
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Hurstville - North,1,0,0,1,2,0.5,0.0,0.0,0.5
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Mortdale - Oatley,7,2,4,0,13,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Narwee - Beverly Hills,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Oatley - Hurstville Grove,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Peakhurst - Lugarno,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Penshurst,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,Riverwood,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,NSW,Sydney - Inner South West,Hurstville,South Hurstville - Blakehurst,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Arncliffe - Bardwell Valley,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Bexley - North,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Bexley - South,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Kingsgrove (South) - Bardwell Park,3,4,2,0,9,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Kogarah,7,0,4,2,13,0.5384615384615384,0.3076923076923077,0.0,0.15384615384615385
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Kogarah Bay - Carlton - Allawah,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Monterey - Brighton-le-Sands - Kyeemagh,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Rockdale - Banksia,8,2,7,0,17,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Sans Souci - Ramsgate,1,3,0,0,4,0.25,0.0,0.75,0.0
2021-06-30,NSW,Sydney - Inner South West,Kogarah - Rockdale,Wolli Creek,2,0,0,0,2,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - Inner West,Canada Bay,Concord - Mortlake - Cabarita,4,1,1,1,7,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285
2021-06-30,NSW,Sydney - Inner West,Canada Bay,Concord West - North Strathfield,0,2,0,1,3,0.0,0.0,0.6666666666666666,0.3333333333333333
2021-06-30,NSW,Sydney - Inner West,Canada Bay,Drummoyne - Rodd Point,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,NSW,Sydney - Inner West,Canada Bay,Five Dock - Abbotsford,4,2,3,0,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0
2021-06-30,NSW,Sydney - Inner West,Canada Bay,Rhodes,6,1,5,1,13,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.07692307692307693
2021-06-30,NSW,Sydney - Inner West,Leichhardt,Annandale (NSW),2,2,1,0,5,0.4,0.2,0.4,0.0
2021-06-30,NSW,Sydney - Inner West,Leichhardt,Balmain,10,1,5,0,16,0.625,0.3125,0.0625,0.0
2021-06-30,NSW,Sydney - Inner West,Leichhardt,Leichhardt,10,1,6,0,17,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.0
2021-06-30,NSW,Sydney - Inner West,Leichhardt,Lilyfield - Rozelle,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Ashfield - South,10,1,5,1,17,0.5882352941176471,0.29411764705882354,0.058823529411764705,0.058823529411764705
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Burwood (NSW),22,2,12,1,37,0.5945945945945946,0.32432432432432434,0.05405405405405406,0.02702702702702703
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Canterbury (North) - Ashbury,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Croydon,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Croydon Park - Enfield,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Dulwich Hill - Lewisham,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Haberfield - Summer Hill,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Homebush,9,3,5,0,17,0.5294117647058824,0.29411764705882354,0.17647058823529413,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Strathfield - East,17,2,7,0,26,0.6538461538461539,0.2692307692307692,0.07692307692307693,0.0
2021-06-30,NSW,Sydney - Inner West,Strathfield - Burwood - Ashfield,Strathfield South,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Artarmon,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Castle Cove - Northbridge,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Chatswood (West) - Lane Cove North,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Chatswood - East,32,1,15,5,53,0.6037735849056604,0.2830188679245283,0.018867924528301886,0.09433962264150944
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Greenwich - Riverview,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Lane Cove,9,1,5,0,15,0.6,0.3333333333333333,0.06666666666666667,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,St Leonards - Naremburn,4,4,1,1,10,0.4,0.1,0.4,0.1
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Chatswood - Lane Cove,Willoughby,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Hornsby,Asquith - Mount Colah,1,3,0,0,4,0.25,0.0,0.75,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Hornsby,Berowra - Brooklyn - Cowan,1,3,1,0,5,0.2,0.2,0.6,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Hornsby,Hornsby - East,16,1,7,2,26,0.6153846153846154,0.2692307692307692,0.038461538461538464,0.07692307692307693
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Hornsby,Hornsby - West,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Hornsby,Normanhurst - Thornleigh - Westleigh,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Hornsby,Wahroonga (West) - Waitara,0,0,0,1,1,0.0,0.0,0.0,1.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,Gordon - Killara,5,2,3,0,10,0.5,0.3,0.2,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,Lindfield - Roseville,2,3,3,0,8,0.25,0.375,0.375,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,Pymble,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,St Ives,9,1,5,0,15,0.6,0.3333333333333333,0.06666666666666667,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,Turramurra,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,Ku-ring-gai,Wahroonga (East) - Warrawee,2,1,2,0,5,0.4,0.4,0.2,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,North Sydney - Mosman,Cremorne - Cammeray,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,North Sydney - Mosman,Crows Nest - Waverton,9,0,4,0,13,0.6923076923076923,0.3076923076923077,0.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,North Sydney - Mosman,Mosman - North,5,2,3,0,10,0.5,0.3,0.2,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,North Sydney - Mosman,Mosman - South,7,0,3,0,10,0.7,0.3,0.0,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,North Sydney - Mosman,Neutral Bay - Kirribilli,8,1,4,0,13,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.0
2021-06-30,NSW,Sydney - North Sydney and Hornsby,North Sydney - Mosman,North Sydney - Lavender Bay,15,3,8,3,29,0.5172413793103449,0.27586206896551724,0.10344827586206896,0.10344827586206896
2021-06-30,NSW,Sydney - Northern Beaches,Manly,Balgowlah - Clontarf - Seaforth,4,3,1,0,8,0.5,0.125,0.375,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Manly,Manly - Fairlight,14,1,6,1,22,0.6363636363636364,0.2727272727272727,0.045454545454545456,0.045454545454545456
2021-06-30,NSW,Sydney - Northern Beaches,Pittwater,Avalon - Palm Beach,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Pittwater,Bayview - Elanora Heights,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Pittwater,Mona Vale - Warriewood (North),12,1,6,1,20,0.6,0.3,0.05,0.05
2021-06-30,NSW,Sydney - Northern Beaches,Pittwater,Newport - Bilgola,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Pittwater,North Narrabeen - Warriewood (South),7,1,3,0,11,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Beacon Hill - Narraweena,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Belrose,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Collaroy - Collaroy Plateau,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Cromer,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Dee Why (South) - North Curl Curl,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Dee Why - North,10,2,6,1,19,0.5263157894736842,0.3157894736842105,0.10526315789473684,0.05263157894736842
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Forestville - Killarney Heights,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Frenchs Forest - Oxford Falls,11,2,5,0,18,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Freshwater - Brookvale,12,3,8,1,24,0.5,0.3333333333333333,0.125,0.041666666666666664
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Manly Vale - Allambie Heights,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Narrabeen - Wheeler Heights,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Northern Beaches,Warringah,Terrey Hills - Duffys Forest,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer South West,Camden,Camden - Ellis Lane,5,1,5,0,11,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0
2021-06-30,NSW,Sydney - Outer South West,Camden,Currans Hill,1,1,0,1,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-06-30,NSW,Sydney - Outer South West,Camden,Elderslie - Narellan,12,1,9,1,23,0.5217391304347826,0.391304347826087,0.043478260869565216,0.043478260869565216
2021-06-30,NSW,Sydney - Outer South West,Camden,Mount Annan,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Outer South West,Camden,Spring Farm,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Bradbury - Wedderburn,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Campbelltown - Woodbine,29,3,13,1,46,0.6304347826086957,0.2826086956521739,0.06521739130434782,0.021739130434782608
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Claymore - Eagle Vale - Raby,3,1,0,0,4,0.75,0.0,0.25,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Glenfield,0,1,1,0,2,0.0,0.5,0.5,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Ingleburn,10,1,3,0,14,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Leumeah - Minto Heights,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Macquarie Fields,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Minto - St Andrews,4,1,1,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
2021-06-30,NSW,Sydney - Outer South West,Campbelltown (NSW),Rosemeadow - Glen Alpine,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer South West,Wollondilly,Bargo,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer South West,Wollondilly,Douglas Park - Appin,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer South West,Wollondilly,Picton - Tahmoor - Buxton,7,3,6,0,16,0.4375,0.375,0.1875,0.0
2021-06-30,NSW,Sydney - Outer South West,Wollondilly,The Oaks - Oakdale,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Blackheath - Megalong Valley,2,2,1,1,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Blaxland - Warrimoo - Lapstone,2,4,0,1,7,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Katoomba - Leura,8,2,5,0,15,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Lawson - Hazelbrook - Linden,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Springwood - Winmalee,5,2,3,1,11,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Wentworth Falls,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Cambridge Park,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Cranebrook - Castlereagh,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Emu Plains - Leonay,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Glenmore Park - Regentville,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Jamisontown - South Penrith,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Jordan Springs - Llandilo,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Kingswood - Werrington,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Mulgoa - Luddenham - Orchard Hills,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Penrith,22,3,13,4,42,0.5238095238095238,0.30952380952380953,0.07142857142857142,0.09523809523809523
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Penrith,Warragamba - Silverdale,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Richmond - Windsor,Richmond - Clarendon,10,2,7,1,20,0.5,0.35,0.1,0.05
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Richmond - Windsor,Windsor - Bligh Park,6,2,3,0,11,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,Richmond - Windsor,Yarramundi - Londonderry,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,St Marys,Colyton - Oxley Park,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,St Marys,St Clair,3,1,1,0,5,0.6,0.2,0.2,0.0
2021-06-30,NSW,Sydney - Outer West and Blue Mountains,St Marys,St Marys - North St Marys,13,2,5,0,20,0.65,0.25,0.1,0.0
2021-06-30,NSW,Sydney - Parramatta,Auburn,Auburn - Central,15,1,5,0,21,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.0
2021-06-30,NSW,Sydney - Parramatta,Auburn,Berala,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Auburn,Lidcombe,5,1,1,1,8,0.625,0.125,0.125,0.125
2021-06-30,NSW,Sydney - Parramatta,Auburn,Regents Park,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Auburn,Silverwater - Newington,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Parramatta,Auburn,Wentworth Point - Sydney Olympic Park,0,0,0,1,1,0.0,0.0,0.0,1.0
2021-06-30,NSW,Sydney - Parramatta,Carlingford,Carlingford - East,10,2,5,0,17,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.0
2021-06-30,NSW,Sydney - Parramatta,Carlingford,Carlingford - West,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Parramatta,Carlingford,Ermington - Rydalmere,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Parramatta,Carlingford,Oatlands - Dundas Valley,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Chester Hill - Sefton,5,1,2,0,8,0.625,0.25,0.125,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Fairfield - East,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Granville - Clyde,3,1,1,0,5,0.6,0.2,0.2,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Greystanes - South,5,1,2,0,8,0.625,0.25,0.125,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Guildford - South Granville,5,2,2,0,9,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Guildford West - Merrylands West,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Merrylands - Holroyd,15,1,5,1,22,0.6818181818181818,0.22727272727272727,0.045454545454545456,0.045454545454545456
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Pemulwuy - Greystanes (North),1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Merrylands - Guildford,Yennora Industrial,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,North Parramatta,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,North Rocks,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Northmead,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Parramatta - North,44,2,24,8,78,0.5641025641025641,0.3076923076923077,0.02564102564102564,0.10256410256410256
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Pendle Hill - Girraween,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Rosehill - Harris Park,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Toongabbie - Constitution Hill,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Wentworthville - Westmead,5,1,3,0,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0
2021-06-30,NSW,Sydney - Parramatta,Parramatta,Winston Hills,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,NSW,Sydney - Ryde,Pennant Hills - Epping,Epping (East) - North Epping,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - Ryde,Pennant Hills - Epping,Epping (NSW) - West,3,0,1,0,4,0.75,0.25,0.0,0.0
2021-06-30,NSW,Sydney - Ryde,Pennant Hills - Epping,Pennant Hills - Cheltenham,3,3,1,0,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,Eastwood,15,2,6,0,23,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.0
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,Gladesville - Huntleys Point,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,Hunters Hill - Woolwich,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,Macquarie Park - Marsfield,18,2,7,0,27,0.6666666666666666,0.25925925925925924,0.07407407407407407,0.0
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,North Ryde - East Ryde,2,2,3,1,8,0.25,0.375,0.25,0.125
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,Ryde - North,7,2,5,1,15,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,Ryde - South,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - Ryde,Ryde - Hunters Hill,West Ryde - Meadowbank,3,2,1,0,6,0.5,0.16666666666666666,0.3333333333333333,0.0
2021-06-30,NSW,Sydney - South West,Bringelly - Green Valley,Ashcroft - Busby - Miller,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,NSW,Sydney - South West,Bringelly - Green Valley,Austral - Greendale,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,NSW,Sydney - South West,Bringelly - Green Valley,Cecil Hills,1,0,0,0,1,1.0,0.0,0.0,0.0
