Period,States and Territories,SA4 name,SA3 name,SA2 name,ATMs,Bank_post,Branch,Other face-to-face,Total,ATM_prop,Branch_prop,Bank_post_prop,Other_prop
2021-06-30,VIC,Melbourne - Inner East,Boroondara,Hawthorn - South,1,3,0,1,5,0.2,0.0,0.6,0.2
2021-06-30,VIC,Melbourne - Inner East,Boroondara,Hawthorn East,7,2,3,1,13,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.07692307692307693
2021-06-30,VIC,Melbourne - Inner East,Boroondara,Kew - South,0,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - Inner East,Boroondara,Kew - West,7,1,5,0,13,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.0
2021-06-30,VIC,Melbourne - Inner East,Boroondara,Kew East,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Inner East,Boroondara,Surrey Hills (West) - Canterbury,2,3,2,0,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0
2021-06-30,VIC,Melbourne - Inner East,Manningham - West,Bulleen,2,2,1,0,5,0.4,0.2,0.4,0.0
2021-06-30,VIC,Melbourne - Inner East,Manningham - West,Doncaster,13,1,8,1,23,0.5652173913043478,0.34782608695652173,0.043478260869565216,0.043478260869565216
2021-06-30,VIC,Melbourne - Inner East,Manningham - West,Doncaster East - North,6,1,4,0,11,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0
2021-06-30,VIC,Melbourne - Inner East,Manningham - West,Doncaster East - South,3,2,2,0,7,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
2021-06-30,VIC,Melbourne - Inner East,Manningham - West,Templestowe,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - Inner East,Manningham - West,Templestowe Lower,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Blackburn,2,3,1,1,7,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Blackburn South,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Box Hill,25,4,9,2,40,0.625,0.225,0.1,0.05
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Box Hill North,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Burwood (Vic.),1,1,0,1,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Burwood East,5,2,1,1,9,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111
2021-06-30,VIC,Melbourne - Inner East,Whitehorse - West,Surrey Hills (East) - Mont Albert,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner South,Bayside,Beaumaris,2,2,2,0,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Inner South,Bayside,Brighton (Vic.),10,4,6,0,20,0.5,0.3,0.2,0.0
2021-06-30,VIC,Melbourne - Inner South,Bayside,Brighton East,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - Inner South,Bayside,Hampton,4,2,3,0,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0
2021-06-30,VIC,Melbourne - Inner South,Bayside,Highett (West) - Cheltenham,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner South,Bayside,Sandringham - Black Rock,2,2,1,0,5,0.4,0.2,0.4,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Bentleigh - McKinnon,8,3,5,0,16,0.5,0.3125,0.1875,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Bentleigh East - North,3,1,1,0,5,0.6,0.2,0.2,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Bentleigh East - South,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Carnegie,4,1,2,0,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Caulfield - North,3,2,1,0,6,0.5,0.16666666666666666,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Caulfield - South,1,3,0,0,4,0.25,0.0,0.75,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Elsternwick,10,1,5,0,16,0.625,0.3125,0.0625,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Hughesdale,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Murrumbeena,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Inner South,Glen Eira,Ormond - Glen Huntly,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Aspendale Gardens - Waterways,2,0,1,0,3,0.6666666666666666,0.3333333333333333,0.0,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Carrum - Patterson Lakes,2,2,1,0,5,0.4,0.2,0.4,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Chelsea - Bonbeach,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Chelsea Heights,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Edithvale - Aspendale,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Highett (East) - Cheltenham,18,5,8,0,31,0.5806451612903226,0.25806451612903225,0.16129032258064516,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Mentone,6,2,3,0,11,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Moorabbin - Heatherton,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Inner South,Kingston,Moorabbin Airport,4,0,1,1,6,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
2021-06-30,VIC,Melbourne - Inner South,Kingston,Mordialloc - Parkdale,6,3,3,0,12,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - Inner South,Stonnington - East,Malvern - Glen Iris,9,5,4,0,18,0.5,0.2222222222222222,0.2777777777777778,0.0
2021-06-30,VIC,Melbourne - Inner South,Stonnington - East,Malvern East,15,4,10,1,30,0.5,0.3333333333333333,0.13333333333333333,0.03333333333333333
2021-06-30,VIC,Melbourne - North East,Banyule,Greensborough,11,1,6,1,19,0.5789473684210527,0.3157894736842105,0.05263157894736842,0.05263157894736842
2021-06-30,VIC,Melbourne - North East,Banyule,Heidelberg - Rosanna,4,3,3,0,10,0.4,0.3,0.3,0.0
2021-06-30,VIC,Melbourne - North East,Banyule,Heidelberg West,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - North East,Banyule,Ivanhoe,4,2,3,0,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0
2021-06-30,VIC,Melbourne - North East,Banyule,Ivanhoe East - Eaglemont,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,VIC,Melbourne - North East,Banyule,Montmorency - Briar Hill,1,3,0,0,4,0.25,0.0,0.75,0.0
2021-06-30,VIC,Melbourne - North East,Banyule,Viewbank - Yallambie,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - North East,Banyule,Watsonia,3,1,0,0,4,0.75,0.0,0.25,0.0
2021-06-30,VIC,Melbourne - North East,Darebin - North,Kingsbury,0,2,0,1,3,0.0,0.0,0.6666666666666666,0.3333333333333333
2021-06-30,VIC,Melbourne - North East,Darebin - North,Preston - East,20,3,12,1,36,0.5555555555555556,0.3333333333333333,0.08333333333333333,0.027777777777777776
2021-06-30,VIC,Melbourne - North East,Darebin - North,Preston - West,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North East,Darebin - North,Reservoir - North East,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North East,Darebin - North,Reservoir - North West,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North East,Darebin - North,Reservoir - South East,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - North East,Darebin - North,Reservoir - South West,6,2,3,0,11,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Eltham,6,1,4,0,11,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Hurstbridge,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Kinglake,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Panton Hill - St Andrews,0,3,0,0,3,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Plenty - Yarrambat,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Research - North Warrandyte,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North East,Nillumbik - Kinglake,Wattle Glen - Diamond Creek,3,1,1,0,5,0.6,0.2,0.2,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Bundoora - North,1,1,0,2,4,0.25,0.0,0.25,0.5
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Bundoora - West,6,1,1,0,8,0.75,0.125,0.125,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Doreen - North,2,1,0,1,4,0.5,0.0,0.25,0.25
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Epping (Vic.) - West,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Epping - South,20,1,7,0,28,0.7142857142857143,0.25,0.03571428571428571,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Lalor - East,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Lalor - West,0,0,0,1,1,0.0,0.0,0.0,1.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Mernda - North,2,1,0,1,4,0.5,0.0,0.25,0.25
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Mill Park - North,12,2,7,0,21,0.5714285714285714,0.3333333333333333,0.09523809523809523,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Mill Park - South,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,South Morang - South,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Thomastown,4,1,1,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Wallan,3,3,2,0,8,0.375,0.25,0.375,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Whittlesea,4,1,3,0,8,0.5,0.375,0.125,0.0
2021-06-30,VIC,Melbourne - North East,Whittlesea - Wallan,Wollert,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North West,Keilor,Airport West,8,1,6,0,15,0.5333333333333333,0.4,0.06666666666666667,0.0
2021-06-30,VIC,Melbourne - North West,Keilor,Avondale Heights,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North West,Keilor,Essendon Airport,0,1,0,1,2,0.0,0.0,0.5,0.5
2021-06-30,VIC,Melbourne - North West,Keilor,Keilor,1,2,0,1,4,0.25,0.0,0.5,0.25
2021-06-30,VIC,Melbourne - North West,Keilor,Keilor East,4,1,2,0,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0
2021-06-30,VIC,Melbourne - North West,Keilor,Niddrie - Essendon West,4,1,4,2,11,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.18181818181818182
2021-06-30,VIC,Melbourne - North West,Keilor,Strathmore,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - North West,Macedon Ranges,Gisborne,5,1,4,2,12,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.16666666666666666
2021-06-30,VIC,Melbourne - North West,Macedon Ranges,Macedon,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North West,Macedon Ranges,Riddells Creek,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - North West,Macedon Ranges,Romsey,4,2,2,0,8,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - North West,Moreland - North,Coburg North,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North West,Moreland - North,Fawkner,3,2,1,0,6,0.5,0.16666666666666666,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - North West,Moreland - North,Glenroy - West,3,1,1,0,5,0.6,0.2,0.2,0.0
2021-06-30,VIC,Melbourne - North West,Moreland - North,Hadfield,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - North West,Moreland - North,Oak Park,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North West,Moreland - North,Pascoe Vale,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - North West,Sunbury,Diggers Rest,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North West,Sunbury,Sunbury - South,11,1,6,0,18,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Broadmeadows,13,2,6,0,21,0.6190476190476191,0.2857142857142857,0.09523809523809523,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Campbellfield - Coolaroo,3,4,0,0,7,0.42857142857142855,0.0,0.5714285714285714,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Craigieburn - Central,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Craigieburn - North,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Craigieburn - South,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Craigieburn - West,13,1,5,0,19,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Gladstone Park - Westmeadows,4,1,1,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Greenvale - Bulla,2,2,0,0,4,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Meadow Heights,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Melbourne Airport,5,0,0,0,5,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Mickleham - Yuroke,2,0,0,0,2,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Roxburgh Park (South) - Somerton,9,1,3,0,13,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.0
2021-06-30,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Tullamarine,0,0,0,1,1,0.0,0.0,0.0,1.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Bayswater,3,2,2,1,8,0.375,0.25,0.25,0.125
2021-06-30,VIC,Melbourne - Outer East,Knox,Boronia,7,1,4,0,12,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Ferntree Gully (South) - Upper Ferntree Gul,9,2,3,0,14,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Ferntree Gully - North,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Knoxfield - Scoresby,1,2,0,1,4,0.25,0.0,0.5,0.25
2021-06-30,VIC,Melbourne - Outer East,Knox,Rowville - Central,6,1,3,0,10,0.6,0.3,0.1,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Rowville - South,3,0,1,0,4,0.75,0.25,0.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,The Basin,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Wantirna,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - Outer East,Knox,Wantirna South,12,2,5,1,20,0.6,0.25,0.1,0.05
2021-06-30,VIC,Melbourne - Outer East,Manningham - East,Donvale - Park Orchards,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Manningham - East,Warrandyte - Wonga Park,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Bayswater North,0,0,0,2,2,0.0,0.0,0.0,1.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Croydon - East,10,1,5,0,16,0.625,0.3125,0.0625,0.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Croydon - West,0,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Croydon Hills - Warranwood,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Croydon South,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Ringwood,17,1,8,1,27,0.6296296296296297,0.2962962962962963,0.037037037037037035,0.037037037037037035
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Ringwood East,5,4,1,0,10,0.5,0.1,0.4,0.0
2021-06-30,VIC,Melbourne - Outer East,Maroondah,Ringwood North,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Whitehorse - East,Forest Hill,10,2,4,0,16,0.625,0.25,0.125,0.0
2021-06-30,VIC,Melbourne - Outer East,Whitehorse - East,Mitcham (Vic.),1,3,0,0,4,0.25,0.0,0.75,0.0
2021-06-30,VIC,Melbourne - Outer East,Whitehorse - East,Nunawading,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Whitehorse - East,Vermont,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Whitehorse - East,Vermont South,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Belgrave - Selby,2,1,2,0,5,0.4,0.4,0.2,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Chirnside Park,9,1,3,0,13,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Healesville - Yarra Glen,7,2,4,1,14,0.5,0.2857142857142857,0.14285714285714285,0.07142857142857142
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Kilsyth,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Lilydale - Coldstream,8,2,5,0,15,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Monbulk - Silvan,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Montrose,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Mooroolbark,4,1,2,0,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Mount Dandenong - Olinda,0,5,0,0,5,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Mount Evelyn,2,1,2,0,5,0.4,0.4,0.2,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Upwey - Tecoma,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Wandin - Seville,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,VIC,Melbourne - Outer East,Yarra Ranges,Yarra Valley,4,4,4,0,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,VIC,Melbourne - South East,Cardinia,Beaconsfield - Officer,1,2,1,0,4,0.25,0.25,0.5,0.0
2021-06-30,VIC,Melbourne - South East,Cardinia,Bunyip - Garfield,1,5,1,0,7,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0
2021-06-30,VIC,Melbourne - South East,Cardinia,Emerald - Cockatoo,5,4,3,1,13,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.07692307692307693
2021-06-30,VIC,Melbourne - South East,Cardinia,Koo Wee Rup,2,3,2,1,8,0.25,0.25,0.375,0.125
2021-06-30,VIC,Melbourne - South East,Cardinia,Pakenham - North East,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Cardinia,Pakenham - South East,6,0,4,0,10,0.6,0.4,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Cardinia,Pakenham - South West,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,VIC,Melbourne - South East,Casey - North,Berwick - North,9,1,5,1,16,0.5625,0.3125,0.0625,0.0625
2021-06-30,VIC,Melbourne - South East,Casey - North,Berwick - South East,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Casey - North,Doveton,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - South East,Casey - North,Endeavour Hills - South,5,1,2,0,8,0.625,0.25,0.125,0.0
2021-06-30,VIC,Melbourne - South East,Casey - North,Hallam,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - South East,Casey - North,Narre Warren - South West,21,2,7,0,30,0.7,0.23333333333333334,0.06666666666666667,0.0
2021-06-30,VIC,Melbourne - South East,Casey - North,Narre Warren North,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Cranbourne,15,1,6,1,23,0.6521739130434783,0.2608695652173913,0.043478260869565216,0.043478260869565216
2021-06-30,VIC,Melbourne - South East,Casey - South,Cranbourne East - North,2,0,0,0,2,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Cranbourne North - West,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Cranbourne South,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Cranbourne West,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Hampton Park - West,6,1,2,0,9,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Lynbrook - Lyndhurst,4,1,1,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Narre Warren South - East,5,1,3,0,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Narre Warren South - West,1,0,1,0,2,0.5,0.5,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Casey - South,Pearcedale - Tooradin,2,3,2,0,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Clarinda - Oakleigh South,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Clayton South,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Dandenong - North,23,2,7,0,32,0.71875,0.21875,0.0625,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Dandenong - South,4,1,0,3,8,0.5,0.0,0.125,0.375
2021-06-30,VIC,Melbourne - South East,Dandenong,Dandenong North,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Dingley Village,2,1,1,0,4,0.5,0.25,0.25,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Keysborough - North,13,1,5,0,19,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Keysborough - South,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Noble Park - East,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Noble Park - West,6,1,1,0,8,0.75,0.125,0.125,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Springvale,18,2,5,0,25,0.72,0.2,0.08,0.0
2021-06-30,VIC,Melbourne - South East,Dandenong,Springvale South,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - South East,Monash,Ashwood - Chadstone,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - South East,Monash,Clayton (North) - Notting Hill,2,2,0,1,5,0.4,0.0,0.4,0.2
2021-06-30,VIC,Melbourne - South East,Monash,Clayton - Central,11,1,6,0,18,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.0
2021-06-30,VIC,Melbourne - South East,Monash,Glen Waverley - East,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,VIC,Melbourne - South East,Monash,Glen Waverley - West,16,2,12,1,31,0.5161290322580645,0.3870967741935484,0.06451612903225806,0.03225806451612903
2021-06-30,VIC,Melbourne - South East,Monash,Mount Waverley - South,5,4,4,3,16,0.3125,0.25,0.25,0.1875
2021-06-30,VIC,Melbourne - South East,Monash,Mulgrave,9,1,5,1,16,0.5625,0.3125,0.0625,0.0625
2021-06-30,VIC,Melbourne - South East,Monash,Oakleigh - Huntingdale,12,4,6,0,22,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0
2021-06-30,VIC,Melbourne - South East,Monash,Wheelers Hill,9,2,5,0,16,0.5625,0.3125,0.125,0.0
2021-06-30,VIC,Melbourne - West,Brimbank,Ardeer - Albion,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,VIC,Melbourne - West,Brimbank,Cairnlea,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,VIC,Melbourne - West,Brimbank,Deer Park,12,2,6,0,20,0.6,0.3,0.1,0.0
