POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
404021100,11,27,0,0,44,22,9,3,0,27,13,17,0,0,32,0,5,0,0,3,3,7,0,0,11,8,3,0,0,9,4,4,0,0,10,3,0,0,0,6,4,0,0,0,4,63,82,8,0,152,14,8,0,0,18,40,4,0,0,42,65,16,0,0,77,20,0,0,0,20,12,4,0,0,20,11,0,0,0,11,9,0,0,0,10,19,5,0,0,29,0,0,0,0,0,184,37,0,0,224,23,39,5,0,64,61,14,4,0,72,79,30,0,0,110,22,5,0,0,26,14,13,0,0,28,13,3,0,0,20,12,10,0,0,17,27,7,0,0,31,4,0,0,0,4,250,115,14,0,374
404021101,30,123,39,0,192,18,40,8,0,66,22,47,4,0,73,6,14,0,0,21,21,30,3,0,57,0,12,0,0,15,29,19,0,0,46,16,5,0,0,23,4,0,0,0,5,147,294,58,0,499,41,26,0,0,65,74,18,0,0,89,82,24,0,0,104,54,4,0,0,57,36,10,0,0,45,10,6,0,0,17,58,6,0,0,64,54,8,0,0,63,6,0,0,0,6,413,96,9,0,512,74,146,41,0,257,94,59,8,0,157,101,70,4,0,176,55,20,0,0,83,58,39,3,0,93,14,17,0,0,36,86,18,4,0,110,66,15,9,0,87,11,0,0,0,11,559,392,65,0,1015
404021102,31,280,111,0,429,23,34,3,0,67,66,125,9,0,198,10,14,0,0,18,30,62,17,0,110,7,22,0,0,26,72,47,5,0,126,18,31,3,0,49,5,17,0,0,23,267,628,149,0,1043,54,49,7,0,112,60,11,0,0,68,185,44,4,0,228,58,0,0,0,61,77,9,0,0,88,19,7,0,0,28,146,19,0,5,163,61,15,0,0,76,9,3,0,0,15,670,149,11,7,832,90,330,118,0,535,82,46,3,0,132,245,169,7,0,425,63,11,0,0,77,106,74,17,0,193,31,23,0,0,53,218,60,5,5,289,78,45,3,0,129,17,19,0,0,37,937,775,159,7,1879
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031104,3,14,11,0,25,7,0,0,0,9,8,6,0,0,12,0,4,0,0,4,35,3,0,0,35,0,0,0,0,5,18,0,0,0,23,0,0,0,0,0,0,0,0,0,4,68,34,11,3,117,5,4,0,0,10,11,0,0,0,11,17,0,0,0,17,7,0,0,0,7,46,0,0,0,49,0,0,0,0,0,34,0,0,0,34,14,0,0,0,14,0,0,0,0,0,128,9,0,0,138,7,22,11,0,36,14,3,0,0,21,23,6,0,0,27,7,4,0,0,5,81,7,0,0,92,4,0,0,0,9,52,3,0,0,56,14,0,0,0,14,0,0,0,0,3,199,45,11,0,255
404031105,5,14,0,0,17,3,9,0,0,15,4,8,0,0,14,3,0,0,0,3,0,4,0,0,6,6,5,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,24,36,3,0,60,0,0,0,0,0,15,4,0,0,22,18,6,0,0,19,13,0,0,0,12,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,52,10,0,0,63,5,11,0,0,18,18,9,0,0,28,23,15,0,0,32,10,0,0,0,15,0,3,0,0,10,6,5,0,0,9,4,0,0,0,0,3,3,0,0,8,0,0,0,0,0,72,48,3,0,124
404031106,16,40,12,0,73,26,20,0,0,47,7,18,4,0,34,6,3,0,0,7,6,14,0,0,24,6,5,0,0,14,4,0,0,0,6,4,3,0,0,11,3,0,0,0,4,88,115,19,0,226,25,15,0,0,37,58,8,0,0,57,60,9,0,0,73,29,3,0,0,34,19,8,0,0,27,6,0,0,0,4,27,0,0,0,28,14,0,0,0,15,7,0,0,0,7,238,41,0,0,286,39,57,16,0,108,86,28,0,0,113,71,32,4,0,107,35,3,0,0,38,24,19,0,0,50,11,9,0,0,22,29,0,0,0,39,17,7,0,0,26,10,0,0,0,12,329,159,23,0,504
404031107,35,187,88,0,306,55,86,14,0,153,39,78,11,0,117,5,5,0,0,5,36,32,11,0,78,9,28,3,0,46,20,6,4,0,32,18,10,0,0,29,3,11,0,0,14,226,435,127,0,789,37,32,0,0,77,167,36,3,0,204,150,25,0,0,177,55,4,0,0,54,48,8,4,0,61,27,0,0,0,28,64,0,0,0,66,71,13,0,0,76,17,0,0,0,17,627,123,11,0,762,72,220,92,0,382,223,120,15,0,354,184,98,9,0,292,54,5,0,0,66,83,44,12,0,140,39,31,3,0,79,90,10,4,0,99,90,19,0,0,107,23,11,0,0,29,854,565,136,0,1548
404031108,42,264,126,0,431,52,87,17,0,155,44,94,9,0,144,11,11,0,0,24,19,62,8,0,89,20,26,9,0,54,29,13,0,0,41,13,19,0,0,34,4,9,3,0,12,246,573,164,4,987,45,36,3,0,78,193,41,3,0,236,135,41,4,4,179,64,9,0,0,73,27,7,0,0,35,10,4,0,0,13,80,8,0,0,91,57,7,0,0,67,14,4,0,0,15,622,148,11,3,787,85,295,130,0,513,250,129,18,0,397,178,129,10,4,321,74,14,0,0,90,47,71,8,0,124,35,33,9,0,70,115,15,0,0,130,72,29,0,0,95,22,12,3,0,29,866,724,178,3,1772
404031109,4,12,9,0,26,8,8,0,0,14,3,0,0,0,6,0,0,0,0,0,0,4,0,0,5,3,0,0,0,3,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,26,29,7,0,64,10,6,0,0,21,36,3,0,0,40,27,0,0,0,28,14,0,0,0,14,5,0,0,0,7,4,0,0,0,4,3,0,0,0,3,16,4,0,0,23,8,0,0,0,8,122,13,0,0,133,20,16,9,0,44,44,12,0,0,51,32,3,0,0,32,14,0,0,0,14,9,8,0,0,19,8,0,0,0,8,6,0,0,0,8,18,3,0,0,21,8,0,0,0,8,151,45,7,0,197
405011110,31,52,8,0,95,22,10,4,0,43,7,15,0,0,23,0,0,0,0,0,3,7,3,0,12,0,4,0,0,3,0,3,0,0,4,0,0,3,0,4,0,0,0,0,7,68,105,21,0,196,63,32,3,0,99,42,4,0,0,52,49,7,0,0,53,12,0,0,0,19,10,0,0,0,9,8,4,0,0,15,10,0,0,0,10,26,3,0,0,30,0,0,0,0,0,220,56,3,5,282,96,84,15,0,194,66,18,4,0,88,55,22,0,0,76,12,0,0,0,17,11,11,3,0,24,12,4,0,0,15,15,3,0,0,17,22,4,3,0,31,0,3,0,0,3,291,153,22,6,472
405011111,31,79,3,0,121,14,16,0,0,24,4,26,0,0,30,0,0,0,0,0,6,24,0,0,29,0,7,0,0,7,4,3,0,0,14,4,4,0,0,10,0,0,0,0,0,60,156,16,0,235,80,59,0,3,142,34,6,0,0,41,63,16,0,0,75,14,0,0,0,14,22,5,0,0,28,6,0,0,0,9,10,0,0,0,8,27,4,0,0,36,0,0,0,0,0,254,99,0,4,353,115,138,3,3,259,46,21,5,0,64,68,36,0,0,104,20,0,0,0,17,25,29,0,0,53,6,6,0,0,10,9,7,0,0,21,31,7,0,0,43,0,0,0,0,0,318,249,15,5,589
405011112,3,41,5,0,45,3,15,0,0,22,14,11,0,0,26,0,0,0,0,0,4,14,0,0,12,0,0,0,0,0,0,4,0,0,0,0,5,0,0,11,0,0,0,0,0,30,92,6,0,122,32,28,0,4,62,16,8,0,0,19,37,0,0,0,38,21,0,0,0,21,13,3,0,0,18,8,0,0,0,9,4,0,0,0,8,11,5,0,0,19,0,0,0,0,0,144,46,0,7,201,34,61,5,4,110,22,22,0,0,41,51,16,0,0,64,21,0,0,0,21,17,18,0,0,34,8,0,0,0,10,3,4,0,0,7,14,17,0,0,30,0,0,0,0,0,171,136,6,10,320
405011113,9,46,6,0,55,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,0,8,0,4,0,0,4,0,5,0,0,7,0,0,3,0,3,0,0,0,0,0,18,62,5,0,84,58,21,0,0,79,0,0,0,0,0,21,0,0,0,24,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,7,8,3,0,0,11,0,0,0,0,0,102,31,0,0,128,68,63,6,0,134,3,0,0,0,5,23,8,0,0,30,0,0,0,0,3,6,12,0,0,17,0,4,0,0,7,7,8,0,0,14,8,3,3,0,9,0,0,0,0,4,115,92,5,0,216
405011114,9,48,8,0,71,4,26,0,0,27,8,17,0,0,25,0,0,0,0,6,5,15,0,0,17,0,9,3,0,17,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,34,115,18,0,171,27,28,0,0,58,39,5,0,0,46,53,12,0,0,69,33,0,0,0,36,6,0,0,0,7,4,3,0,0,7,10,5,0,0,9,18,4,0,0,21,5,0,0,0,5,193,69,0,6,266,34,75,8,3,125,45,34,4,0,79,61,32,0,0,93,38,0,0,0,39,10,16,0,0,28,3,17,3,0,22,9,6,0,0,14,22,3,0,0,28,5,4,0,0,13,221,186,21,4,431
405011115,21,55,13,0,90,18,24,4,0,46,9,19,0,0,21,0,0,0,0,4,12,12,0,0,24,0,5,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,49,117,23,0,191,20,31,0,0,48,27,8,3,0,41,35,7,0,0,46,18,0,0,0,19,12,4,0,0,12,6,0,0,0,3,9,0,0,0,9,13,3,0,0,24,6,0,0,0,6,143,57,5,0,202,42,83,13,0,140,43,35,8,0,89,42,23,3,0,71,18,0,0,0,17,15,17,0,0,32,8,3,0,0,13,9,0,0,0,5,21,10,0,0,21,3,0,0,0,3,193,174,24,0,392
405021116,3,41,16,0,61,12,25,8,0,39,3,20,0,0,25,0,0,0,0,0,0,11,3,0,15,6,5,0,0,10,0,0,0,0,3,0,5,0,0,10,0,4,0,0,3,28,113,26,0,169,15,22,0,0,37,38,10,0,0,48,31,10,0,0,42,15,0,0,0,16,7,3,0,0,11,4,7,0,0,5,3,0,0,0,5,21,3,0,0,20,0,0,0,0,0,125,59,0,0,186,16,61,16,0,98,48,32,6,0,82,37,29,0,0,64,15,3,0,0,17,8,19,3,0,24,7,13,0,0,17,4,3,0,0,10,18,10,0,0,25,6,4,0,0,12,159,169,27,0,350
405021117,38,71,17,0,117,4,13,0,0,24,3,9,0,0,12,0,0,0,0,0,3,7,3,0,11,4,0,0,0,3,7,8,0,0,13,0,7,0,0,6,0,0,0,0,0,63,112,22,0,192,73,72,0,0,144,22,7,0,0,24,35,10,0,0,46,13,0,0,0,13,7,11,0,0,20,3,0,0,0,8,3,0,0,0,9,21,0,0,0,16,0,0,0,0,0,179,95,0,0,268,106,141,17,0,261,31,15,0,0,49,41,13,0,0,54,13,0,0,0,14,12,12,3,0,30,4,5,0,0,6,6,12,0,0,17,18,7,0,0,26,0,0,0,0,0,234,204,22,0,462
405021118,32,50,0,0,78,0,0,0,0,5,3,13,0,0,11,4,0,0,0,0,4,7,0,0,12,0,4,0,0,4,0,5,0,0,8,4,4,0,0,5,0,0,0,0,0,42,80,4,0,125,73,50,0,0,125,8,0,0,0,12,20,17,0,0,32,9,0,0,0,7,3,10,0,0,14,4,0,0,0,4,8,0,0,0,3,18,0,0,0,20,0,0,0,0,0,136,82,0,3,224,107,101,7,0,211,10,6,0,0,14,22,22,0,0,50,10,0,0,0,11,6,16,0,0,24,4,4,0,0,7,8,3,0,0,11,16,0,0,3,23,0,0,0,0,0,182,155,9,4,346
405021119,75,111,6,4,196,4,8,0,0,17,13,4,0,0,19,0,0,0,0,0,7,11,0,0,23,0,3,0,0,8,3,5,0,0,9,3,10,0,0,9,4,0,0,0,4,116,155,11,4,277,190,118,0,7,317,26,6,0,0,34,43,15,0,0,62,4,0,0,0,9,10,14,0,0,13,8,0,0,0,11,6,8,0,0,17,26,15,0,0,37,3,3,0,0,7,323,176,0,5,505,270,228,8,8,515,27,12,0,0,44,58,25,0,0,83,4,0,0,0,9,13,25,0,0,41,11,5,0,0,11,11,11,0,0,25,36,17,0,0,52,6,3,0,0,6,438,330,13,10,783
405031120,24,88,0,3,113,3,7,0,0,9,0,12,0,0,12,0,3,0,0,3,5,11,0,0,18,0,5,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,34,118,3,4,156,83,82,0,3,169,13,9,0,0,18,32,6,0,0,36,10,0,0,0,10,5,7,0,0,9,0,4,0,0,7,0,4,0,0,7,3,0,0,0,10,5,0,0,0,5,150,108,0,3,266,106,166,3,8,281,16,15,0,0,28,32,20,0,0,46,10,3,0,0,9,8,17,0,0,24,5,3,0,0,7,5,5,0,0,8,5,0,0,0,8,5,0,0,0,5,182,232,8,8,425
405031121,19,44,3,0,65,3,3,0,0,10,5,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,56,6,0,95,106,84,0,0,192,12,0,0,0,12,38,8,0,0,46,7,0,0,0,7,4,6,0,0,3,3,0,0,0,9,10,4,0,0,8,14,0,0,0,15,4,4,0,0,4,188,108,0,0,296,119,125,3,0,253,19,6,0,0,22,39,8,0,0,45,7,0,0,0,7,4,7,0,0,8,8,6,0,0,14,10,3,0,0,11,11,0,0,0,18,5,0,0,0,4,219,163,6,4,391
405031122,4,47,15,0,68,6,24,7,0,33,13,19,0,0,30,0,0,0,0,0,0,17,3,0,26,3,13,0,0,13,4,6,4,0,8,0,8,0,0,6,0,0,0,0,0,29,133,27,0,192,19,34,0,0,47,13,8,0,0,24,41,32,0,0,73,25,4,0,0,34,9,0,0,0,11,0,12,0,0,12,3,0,0,0,9,27,4,0,0,32,3,0,0,0,4,147,96,0,0,242,23,81,15,0,112,22,33,7,0,60,46,51,0,0,102,25,8,0,0,34,14,19,3,0,42,3,20,0,0,24,8,4,4,0,16,29,15,0,0,38,3,0,0,0,5,172,233,27,0,438
405031123,15,32,0,0,48,0,3,0,0,7,0,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,4,0,72,24,37,0,0,62,9,0,0,0,9,15,7,0,0,16,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,0,0,0,0,5,0,0,0,0,0,56,49,0,0,109,41,65,0,0,111,9,3,0,0,17,11,14,0,0,24,0,4,0,0,0,0,3,0,0,5,3,3,0,0,4,4,0,0,0,6,7,4,0,0,7,0,0,0,0,0,78,98,4,0,182
405041124,19,45,8,0,68,0,12,5,0,17,7,0,0,0,12,0,6,0,0,6,5,6,3,0,15,0,12,0,0,8,0,4,0,0,5,3,5,0,0,3,0,0,0,0,0,28,84,12,0,124,11,23,0,0,41,16,4,0,0,18,28,11,0,0,40,9,0,0,0,14,7,14,0,0,16,0,4,0,0,10,6,5,0,0,13,20,0,0,0,24,6,0,0,0,6,101,62,0,4,167,26,68,8,0,103,17,14,5,0,28,33,17,0,0,49,9,3,0,0,17,8,21,3,0,30,5,14,0,0,18,7,4,0,0,13,21,4,0,0,29,6,0,0,0,6,135,141,12,3,293
405041125,17,23,0,0,45,0,6,0,0,5,4,12,0,0,19,0,3,0,0,4,3,8,0,0,14,5,3,0,0,5,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,34,59,3,0,108,19,18,0,0,38,12,0,0,0,13,35,11,0,0,47,13,0,0,0,13,13,3,0,0,13,3,3,0,0,6,3,0,0,0,5,18,6,0,0,20,4,0,0,0,4,113,42,0,0,155,36,45,0,0,77,12,8,0,0,19,36,27,0,0,66,20,3,0,0,23,15,11,0,0,31,10,3,0,0,15,6,0,0,0,9,18,7,0,0,23,9,0,0,0,9,152,106,3,0,262
405041126,3,14,0,5,22,0,4,0,0,7,3,6,0,0,14,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,0,0,18,38,0,5,60,8,15,0,0,24,11,0,0,0,9,28,8,0,0,33,13,0,0,0,13,7,0,0,0,9,0,5,0,0,5,0,0,0,0,0,13,0,0,0,15,4,0,0,0,4,77,32,0,0,100,13,30,0,5,48,13,3,0,0,14,29,17,0,0,44,15,0,0,0,14,7,0,0,0,6,0,5,0,0,6,0,6,0,0,5,14,0,0,0,16,4,0,0,0,5,93,69,0,5,162
405041127,69,131,10,0,207,10,3,0,0,16,8,13,0,0,20,8,4,0,0,11,4,15,0,0,21,0,4,0,0,8,0,14,0,0,9,4,14,0,0,10,7,0,0,0,10,105,197,8,6,317,132,96,0,4,227,21,8,0,0,28,44,17,0,0,58,15,0,0,0,14,5,8,0,0,16,10,4,0,0,9,4,6,0,0,10,24,7,0,0,26,3,0,0,0,3,248,135,0,6,396,198,225,10,4,436,34,14,0,0,45,47,30,0,0,80,16,3,0,0,19,8,27,0,0,34,15,9,0,0,17,4,19,0,0,20,21,15,0,0,42,9,0,0,0,15,356,336,13,10,710
405041128,9,33,0,0,44,5,3,0,0,4,7,4,0,0,15,0,0,0,0,0,0,4,0,0,4,0,3,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,26,52,0,0,83,53,68,0,5,123,18,5,0,0,19,32,4,0,0,39,12,0,0,0,12,6,0,0,0,3,4,0,0,0,7,3,3,0,0,9,18,4,0,4,24,3,0,0,0,3,151,84,0,3,241,70,102,0,3,170,19,8,0,0,26,34,13,0,0,50,12,0,0,0,12,6,3,0,0,11,3,7,0,0,14,3,4,0,0,9,18,6,0,4,31,3,0,0,0,3,176,137,0,5,328
406011129,0,17,6,0,24,0,5,0,0,5,5,0,0,0,10,0,0,0,0,0,0,7,0,0,4,0,6,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,42,6,0,57,13,20,0,0,31,3,0,0,0,8,27,6,0,0,25,8,3,0,0,12,11,4,0,0,17,0,0,0,0,0,0,0,0,0,4,14,0,0,0,17,0,0,0,0,0,81,32,0,0,110,13,38,6,0,53,3,3,0,0,12,26,9,0,0,33,8,3,0,0,12,16,10,0,0,18,0,6,0,0,3,0,0,0,0,0,14,7,0,0,20,0,0,0,0,0,86,80,6,0,161
406011130,42,99,13,3,152,3,6,4,0,13,8,17,0,0,21,0,0,0,0,0,3,11,0,0,16,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,56,152,11,3,223,132,136,0,4,279,17,3,0,0,17,28,9,0,0,38,13,0,0,0,19,4,13,0,0,20,9,0,3,0,6,11,0,0,0,12,29,6,0,0,34,6,3,0,0,13,256,182,3,8,441,177,236,13,9,432,17,12,4,0,34,34,29,0,0,61,13,4,0,0,17,10,25,0,0,38,9,0,3,0,9,11,7,0,0,12,30,12,0,0,40,6,4,0,0,13,311,334,19,10,670
406011131,28,72,7,0,108,4,0,0,0,8,0,4,0,0,6,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,3,0,0,3,36,98,14,0,150,110,112,0,3,229,12,3,0,0,7,34,15,0,0,43,14,0,0,0,13,0,11,0,0,14,5,0,0,0,5,0,0,0,0,0,14,5,0,0,15,5,3,0,0,5,187,152,0,8,346,136,194,7,5,339,14,3,0,0,16,30,22,0,0,53,17,0,0,0,17,6,20,0,0,27,5,0,0,0,8,4,0,0,0,9,12,10,0,0,16,5,4,0,0,11,225,250,14,10,493
406011132,24,43,3,0,70,0,3,0,0,3,0,7,0,0,7,0,5,0,0,6,0,7,0,0,11,0,3,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,34,69,3,0,112,54,64,0,5,123,0,0,0,0,4,13,4,0,0,12,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,5,0,0,21,3,0,0,0,3,106,70,0,5,176,86,104,3,5,192,0,3,0,0,4,13,13,0,0,25,3,5,0,0,4,10,8,0,0,17,0,3,0,0,8,5,0,0,0,6,20,3,0,0,25,5,0,0,0,5,136,140,3,5,283
406011133,22,106,21,0,150,10,40,5,0,58,12,44,0,0,58,9,13,0,0,22,11,48,0,0,65,7,16,0,0,26,3,13,0,0,18,11,12,0,0,23,0,0,0,0,4,81,294,31,5,415,30,54,3,0,89,69,22,3,0,95,105,49,0,0,160,59,11,0,0,66,17,9,0,0,24,11,12,0,0,23,14,4,0,0,16,42,19,0,0,60,10,4,0,0,10,346,183,0,3,539,46,163,20,0,231,82,69,15,0,158,112,98,0,0,214,60,23,0,0,83,29,57,0,0,89,17,33,0,0,51,18,13,0,0,34,47,32,0,4,82,10,0,0,0,14,427,477,35,6,950
406011134,25,78,3,0,112,3,0,6,0,12,3,17,0,0,21,4,0,0,0,3,3,12,0,0,12,3,0,0,0,7,0,3,0,0,3,5,5,0,0,13,0,0,0,0,0,48,113,6,0,167,41,58,0,0,96,12,7,0,0,19,13,13,0,0,27,5,3,0,0,10,3,4,0,0,10,3,3,0,0,0,0,0,0,0,5,17,3,0,0,19,4,0,0,0,4,102,92,0,0,195,71,130,3,0,205,12,5,6,0,26,17,31,0,0,50,5,3,0,0,10,7,21,0,0,27,4,3,0,0,9,0,5,0,0,3,21,4,0,6,33,4,0,0,0,4,151,197,6,5,364
406011135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
406011136,13,55,9,0,75,11,11,4,0,29,15,17,0,0,38,0,3,0,0,4,5,24,0,0,30,0,12,0,0,17,0,5,0,0,6,0,8,3,0,12,0,0,0,0,3,49,141,18,0,210,28,31,0,0,54,38,18,0,0,55,47,28,0,0,77,40,6,0,0,49,4,8,0,0,11,10,0,0,0,11,12,0,0,0,12,23,6,0,0,35,10,3,0,0,13,207,99,3,0,312,30,88,9,0,127,53,25,4,0,82,63,46,0,0,110,46,15,0,0,56,8,25,0,0,42,11,12,5,0,27,14,5,0,0,21,28,15,3,0,44,8,3,0,0,12,259,240,21,0,522
